ID,Tên,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải,Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gặp ghế sau (lít),Công suất tốt đa,Tốc độ tối đa,0-100,Tầm hoạt động,Dung lượng pin,Chi phí sạc đầy,Chi phí hàng tháng,Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Sạc treo tường
100000236,VinFast VF8 Plus 2022 thuê pin tp cũ – 37000 km,"VinFast VF8 Plus, sx 2022, thuê pin tiên phong-– Màu trắng/đen-– Odo 3.7v km-– Xe trang bị film, sàn-– Miễn phí sạc đến tháng 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000228,VinFast VF8 Plus 2024 mua pin CATL lướt ,"VinFast VF8 Plus, sx 2024, mua pin CATL-– Màu đen nóc đồng/đen-– Odo siêu lướt 500 km-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000229,VinFast VF8 Plus 2024 lướt ,"Xe siêu lướt mới chạy có 500km .-Mua pin 2024-✅ Xem xe tại Hà Nội , xe full lịch sử hãng, sẵn hồ sơ cầm tay.-✅ Cam kết chất lượng , xe không đâm va , tai nạn, ngập nước .-✅ Hỗ trợ trả góp 70% hồ sơ nhanh gọn .",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000232,VinFast VF7 Eco 2025 mua pin lướt – 1000 km,"VinFast VF7 Eco mua pin-– Màu trắng/đen, sx 2025-– Odo siêu lướt 1000 km-– Xe đã lên film, sàn, cam hành trình, cam lùi, bản đồ, dán nóc, gương điện-– Miễn phí sạc đến 07/2027",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4545,2840,1890,190,5,,,,,201.0 hp,175 km/h,9.5 giây,450.0 km,75.3 kWh,132000 VNĐ,465000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 7 giờ,Sạc đầy khoảng 70% trong 28 phút
100000238,VinFast VF9 Plus 2023 mua pin SDI lướt ,"VinFast VF9 Plus mua pin SDI, 6 ghế, trần kính-– Màu đỏ/đen, sx 2023-– Odo siêu lướt 100km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000233,VinFast VF3 2024 thuê pin lướt ,"VinFast VF3 thuê pin-– Màu vàng/đen, sx 2024-– Odo lướt 3000km-– Xe lên full 60 triệu phụ kiện: film xịn, ghế da Nappa, cam lùi, sàn 6D, loa sub, loa tress cánh, gầm ghế, chống ồn, gia cố càng A, ốp la-zăng,...-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Vàng,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000227,VinFast VF5 Plus 2024 mua pin cũ ,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2024-– Odo 1.3v km-– Xe lên đồ cơ bản film, sàn-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000225,VinFast VF6 Plus 2024 mua pin cũ ,"VinFast VF6 Plus, mua pin-– Màu xanh rêu/đen, sx 2024-– Odo 2.8v km-– Xe lên full đồ cơ bản-– Miễn phí sạc xe đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000222,VinFast VF8 Eco 2024 mới,- Áp dụng thu cũ đổi mới giảm tối đa 90tr-- Áp dụng giảm 3% Khối Nhà nước-- Tặng Ví Vin club 50tr kh thủ đô-- Tặng 23tr tiền mặt hoàn về,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000234,VinFast VF8 Eco 2022 mua pin cũ ,"VinFast VF8 Eco, sx 2022, mua pin-– Màu xám/đen-– Odo 4.9v km-– Miễn phí sạc đến tháng 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000226,VinFast VF3 2024 thuê pin lướt ,"VinFast VF3 thuê pin-– Màu vàng/xám, sx 2024-– Odo lướt 5000km-– Xe lên gần 40 triệu phụ kiện-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Vàng,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000231,VinFast VF e34 2022 cũ – 70000 km,"VFe34 2022, odo 7v-pin tiên phong----------------------------------------------------✅ Xem xe tại Hà Nội , xe full lịch sử hãng, sẵn hồ sơ cầm tay.-✅ Cam kết chất lượng , xe không đâm va , tai nạn, ngập nước .-✅ Hỗ trợ trả góp 70% hồ sơ nhanh gọn .",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000223,VinFast VF6 Plus 2024 mua pin cũ – 30000 km,"VinFast VF6 Plus trắng/đen, mua pin-– Xe sx 2024-– Odo 3v km-– Xe đã dán kính, sàn, cam hành trình, dàn loa mới, cốp điện-– Miễn phí sạc xe đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000237,VinFast VF8 Eco 2024 mua pin cũ – 19000 km,"VinFast VF8 Eco, sx 2024, mua pin-– Màu trắng/đen-– Odo 1.9v km-– Xe full Adas-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750,2950,1934,179,5,2540,2990,376,1373,349.0 hp,200 km/h,6.5 giây,420.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000230,VinFast VF9 Plus 2024 lướt – 5000 km,"VF9 plus 2024, pin catl, 7 ghế , màu trắng , nt đen , odo 5000km , trần thép, mua pin----------------------------------------------------✅ Xem xe tại Hà Nội , xe full lịch sử hãng, sẵn hồ sơ cầm tay.-✅ Cam kết chất lượng , xe không đâm va , tai nạn, ngập nước .-✅ Hỗ trợ trả góp 70% hồ sơ nhanh gọn .",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000224,Sẵn xe VinFast VF3 2024 hồng tím mới,"VinFast VF3 thuê pin-– Màu hồng tím/đen, sx 2024-– Xe mới 100% nguyên nilon-– Gói thuê pin tiên phong trọn đời chỉ 900k / tháng cực tiết kiệm-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000235,VinFast VF7 Eco 2024 mua pin cũ – 25000 km,"VinFast VF7 S mua pin-– Màu trắng/đen, sx 2024-– Odo 2.5v km-– Xe đã lên dán kính, trải sàn, camera hành trình-– Miễn phí sạc đến 07/2027",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4545,2840,1890,190,5,,,,,201.0 hp,175 km/h,9.5 giây,450.0 km,75.3 kWh,132000 VNĐ,465000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 7 giờ,Sạc đầy khoảng 70% trong 28 phút
